,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
473,Baykit,RU,61.67,96.37,39.0,77,100,6.15,overcast clouds
474,Takoradi,GH,4.8845,-1.7554,78.53,84,51,8.52,broken clouds
475,Pemberton,CA,50.3164,-122.8027,49.86,79,14,0.13,few clouds
476,Springville,US,40.1652,-111.6107,62.4,54,1,0.0,clear sky
477,Wick,GB,58.4333,-3.0833,59.05,77,20,26.46,few clouds
478,Rumphi,MW,-11.0186,33.8575,79.39,40,4,9.73,clear sky
479,Taybad,IR,34.74,60.7756,88.16,7,0,11.54,clear sky
480,Esteli,NI,13.0919,-86.3538,65.89,92,100,4.07,overcast clouds
481,Raahe,FI,64.6833,24.4833,50.2,81,100,11.32,overcast clouds
482,Batagay,RU,67.6333,134.6333,44.06,58,98,1.45,overcast clouds
483,Vila,PT,42.0304,-8.1588,56.34,88,100,5.64,overcast clouds
484,Laramie,US,41.3114,-105.5911,49.78,56,1,5.75,clear sky
485,Brae,GB,60.3964,-1.353,53.51,90,100,28.57,overcast clouds
486,Saint-Augustin,CA,51.226,-58.6502,42.31,88,87,3.71,overcast clouds
487,Avera,US,33.194,-82.5271,57.7,74,0,6.4,clear sky
488,Araouane,ML,18.9048,-3.5265,92.1,28,38,7.99,scattered clouds
489,Wewak,PG,-3.5534,143.6268,81.37,82,100,8.21,overcast clouds
490,San Andres,CO,12.5847,-81.7006,82.62,71,94,6.35,overcast clouds
491,Aswan,EG,24.0934,32.907,95.43,20,0,13.76,clear sky
492,Aksarka,RU,66.5606,67.7975,44.89,57,10,1.5,clear sky
493,La Asuncion,VE,11.0333,-63.8628,79.83,87,16,10.51,few clouds
494,Da Nang,VN,16.0678,108.2208,86.05,74,75,13.8,broken clouds
495,Dhidhdhoo,MV,6.8833,73.1,82.63,77,87,14.32,overcast clouds
496,Portland,US,45.5234,-122.6762,63.1,84,1,1.01,clear sky
497,Sur,OM,22.5667,59.5289,92.53,50,2,5.55,clear sky
498,Smidovich,RU,48.6,133.8167,60.49,52,93,6.02,overcast clouds
499,Lufilufi,WS,-13.8745,-171.5986,74.98,72,12,7.92,few clouds
500,Fethiye,TR,36.6217,29.1164,75.07,23,0,4.72,clear sky
501,Whitianga,NZ,-36.8333,175.7,56.01,80,3,10.58,clear sky
502,Chapais,CA,49.7834,-74.8492,55.18,98,100,12.03,overcast clouds
503,Atocha,BO,-20.9333,-66.2333,40.98,88,2,1.79,clear sky
504,Niono,ML,14.2526,-5.993,82.18,59,36,9.8,scattered clouds
505,Sterling,US,39.0062,-77.4286,56.17,94,1,0.0,clear sky
506,Bang Mun Nak,TH,16.0278,100.3792,84.16,76,100,2.55,overcast clouds
507,Yangjiang,CN,21.85,111.9667,83.97,80,97,12.41,light rain
508,Kathmandu,NP,27.7167,85.3167,84.42,58,75,4.61,broken clouds
509,Hvolsvollur,IS,63.7533,-20.2243,38.8,95,100,6.06,overcast clouds
510,Sokur,RU,55.2093,83.319,41.36,60,100,11.95,overcast clouds
511,Talakan,RU,50.3167,130.3667,59.34,68,100,3.42,overcast clouds
512,Arlit,NE,18.7369,7.3853,94.8,11,2,9.73,clear sky
513,Chimbote,PE,-9.0853,-78.5783,61.68,88,81,5.17,broken clouds
514,Boyolangu,ID,-8.1181,111.8935,81.88,74,90,8.72,overcast clouds
515,Mount Gambier,AU,-37.8333,140.7667,51.71,66,40,20.71,light rain
516,Otane,NZ,-39.8833,176.6333,56.01,91,0,0.43,clear sky
517,Port Augusta,AU,-32.5,137.7667,68.7,66,5,21.65,clear sky
518,Price,US,39.5994,-110.8107,59.11,33,1,5.75,clear sky
519,Zhengjiatun,CN,43.5064,123.5064,67.69,62,100,4.29,overcast clouds
520,Gobabis,NA,-22.45,18.9667,81.61,14,0,10.42,clear sky
521,Parintins,BR,-2.6283,-56.7358,75.16,81,100,0.96,overcast clouds
522,Biak,ID,-0.9131,122.8766,78.89,83,47,6.24,scattered clouds
523,Huangzhai,CN,38.0751,112.6595,63.01,93,100,3.38,overcast clouds
524,Riyadh,SA,24.6877,46.7219,95.14,12,41,7.54,scattered clouds
525,Port Blair,IN,11.6667,92.75,84.65,71,98,13.35,overcast clouds
526,Campos,BR,-21.75,-41.3,64.92,65,100,4.07,overcast clouds
527,Altayskoye,RU,51.9533,85.3325,44.02,66,100,10.47,overcast clouds
528,Salta,AR,-24.7859,-65.4117,48.49,76,0,0.0,clear sky
529,Gornopravdinsk,RU,60.05,69.9,46.54,61,83,6.29,broken clouds
530,Pokhvistnevo,RU,53.6524,52.1274,55.26,54,100,16.53,light rain
531,Goderich,CA,43.7501,-81.7165,56.91,87,100,18.41,overcast clouds
532,Yar-Sale,RU,66.8333,70.8333,42.91,77,99,7.94,overcast clouds
533,Kudahuvadhoo,MV,2.6708,72.8944,81.39,79,100,12.77,light rain
534,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.59,88,75,9.17,broken clouds
535,Leua,SK,48.2156,18.6071,64.49,65,100,19.91,overcast clouds
536,Morant Bay,JM,17.8815,-76.4093,80.22,82,43,1.19,scattered clouds
537,Dunedin,NZ,-45.8742,170.5036,51.8,73,98,13.51,overcast clouds
538,Madimba,TZ,-10.4,40.3333,84.38,55,33,14.67,scattered clouds
539,Namanga,KE,-2.5433,36.7905,73.06,51,92,10.16,overcast clouds
540,Great Yarmouth,GB,52.6083,1.7305,58.95,85,5,10.42,clear sky
541,Jalu,LY,29.0331,21.5482,79.07,49,0,10.92,clear sky
542,Ust-Tsilma,RU,65.441,52.1498,51.46,59,71,7.23,broken clouds
543,Laguna,US,38.421,-121.4238,79.09,52,1,1.01,clear sky
544,Maningrida,AU,-12.0667,134.2667,81.09,62,4,14.32,clear sky
545,Hasaki,JP,35.7333,140.8333,79.2,67,50,9.28,scattered clouds
546,Santa Cruz Cabralia,BR,-16.2781,-39.0247,64.63,100,75,6.91,broken clouds
547,Visby,SE,57.6409,18.296,52.86,76,75,27.63,broken clouds
548,Udachnyy,RU,66.4167,112.4,43.32,61,100,4.09,overcast clouds
549,Valleyview,CA,55.0667,-117.2859,39.24,81,99,9.22,overcast clouds
550,Sirjan,IR,29.452,55.6814,85.42,11,0,8.46,clear sky
551,Gryazovets,RU,58.88,40.2525,46.98,96,100,8.79,overcast clouds
552,Changji,CN,44.0167,87.3167,70.59,18,0,4.47,clear sky
553,Galveston,US,29.3669,-94.9669,73.36,60,1,5.75,clear sky
554,Verkhnetulomskiy,RU,68.6073,31.7962,48.33,76,100,9.78,overcast clouds
555,Nabire,ID,-3.3667,135.4833,80.38,82,61,3.15,broken clouds
556,Camapua,BR,-19.5314,-54.0439,72.91,41,60,5.86,broken clouds
557,North Platte,US,41.1239,-100.7654,51.69,76,1,9.22,clear sky
558,Karratha,AU,-20.7377,116.8463,83.23,34,3,14.41,clear sky
559,Kpalime,TG,6.9,0.6333,77.16,87,48,2.64,light rain
560,Norsup,VU,-16.0667,167.3833,77.22,83,97,15.48,overcast clouds
561,Saint Anthony,US,45.0205,-93.218,59.14,72,1,1.99,clear sky
562,Roma,US,43.2128,-75.4557,56.95,89,1,6.91,clear sky
563,Santiago Del Estero,AR,-27.7951,-64.2615,46.8,58,0,2.91,clear sky
564,Winnemucca,US,40.973,-117.7357,62.65,29,1,11.5,clear sky
565,Progreso,MX,21.2833,-89.6667,75.31,91,100,4.81,overcast clouds
566,Ottawa,CA,45.4112,-75.6981,60.98,96,75,3.0,broken clouds
567,Mayo,US,38.8876,-76.5119,60.21,92,0,7.02,clear sky
568,Galle,LK,6.0367,80.217,83.48,72,77,13.44,broken clouds
569,Mizan Teferi,ET,6.9833,35.5833,70.52,84,67,2.3,light rain
570,Keti Bandar,PK,24.1447,67.4497,90.18,63,21,9.8,few clouds
571,Krasnokamensk,RU,50.0979,118.0369,59.2,40,81,1.68,broken clouds
572,Gbely,SK,48.718,17.1163,65.08,77,82,19.24,broken clouds
573,Vostok,RU,46.4856,135.8833,51.44,69,6,4.16,clear sky
574,Naze,JP,28.3667,129.4833,83.32,60,0,11.65,clear sky
575,Bambous Virieux,MU,-20.3428,57.7575,77.25,73,40,13.8,scattered clouds
576,Cetate,RO,44.1,23.05,58.51,36,97,11.92,overcast clouds
577,Caravelas,BR,-17.7125,-39.2481,70.32,61,84,8.46,broken clouds
578,Beoumi,CI,7.6736,-5.5764,74.98,90,88,5.06,overcast clouds
579,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,44,0,5.75,clear sky
580,Ketchikan,US,55.3422,-131.6461,55.38,98,100,11.99,heavy intensity rain
581,Pavilosta,LV,56.8879,21.1859,53.55,83,99,20.6,overcast clouds
582,Neon Petritsion,GR,41.2833,23.3,62.13,30,97,1.3,overcast clouds
583,Quesnel,CA,52.9999,-122.5029,50.5,93,90,0.0,overcast clouds
584,Poum,NC,-20.2333,164.0167,71.46,63,100,6.73,overcast clouds
585,Berekum,GH,7.4534,-2.584,72.95,95,72,5.12,broken clouds
586,Turukhansk,RU,65.8167,87.9833,37.06,88,100,12.82,overcast clouds
587,Murgab,TM,37.4966,61.9714,91.27,27,0,9.22,clear sky
588,Beberibe,BR,-4.1797,-38.1306,80.64,84,27,11.32,scattered clouds
589,Namtsy,RU,62.7161,129.6658,46.51,78,100,5.66,light rain
590,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,76,90,10.36,overcast clouds
591,Batagay-Alyta,RU,67.8006,130.4114,35.06,86,100,0.34,overcast clouds
592,Troitsko-Pechorsk,RU,62.7084,56.1964,49.33,63,99,5.5,overcast clouds
593,Quang Ngai,VN,15.1167,108.8,82.31,85,100,10.38,overcast clouds
594,Severobaykalsk,RU,55.65,109.3167,49.87,45,100,1.36,overcast clouds
595,Tadine,NC,-21.55,167.8833,68.49,66,81,12.37,broken clouds
596,Gold Coast,AU,-28.0,153.4333,72.27,74,2,5.99,clear sky
597,College Place,US,46.0493,-118.3883,64.56,64,1,3.44,clear sky
598,Nelson Bay,AU,-32.7167,152.15,78.85,50,97,8.5,overcast clouds
599,Vung Tau,VN,10.346,107.0843,82.74,75,100,10.65,overcast clouds
600,Moyale,KE,3.5167,39.0584,74.84,49,100,13.87,overcast clouds
601,Kota Kinabalu,MY,5.9749,116.0724,89.58,70,20,5.75,few clouds
602,Chara,RU,56.9064,118.2631,44.29,68,100,2.64,overcast clouds
603,Karaton,ID,-6.3424,106.1045,89.76,71,92,2.66,overcast clouds
604,Nacala,MZ,-14.5428,40.6728,81.72,65,75,13.8,broken clouds
605,Vidim,RU,56.4088,103.1106,38.75,91,100,6.13,overcast clouds
606,Ola,RU,59.5833,151.2833,45.48,78,0,3.04,clear sky
607,Ulkan,RU,57.243,107.3223,54.79,42,99,4.5,overcast clouds
608,North Bend,US,43.4065,-124.2243,53.51,94,1,5.75,mist
609,Harper,LR,4.375,-7.7169,78.96,83,62,3.38,broken clouds
610,Mandan,US,46.8267,-100.8896,57.18,74,90,8.05,overcast clouds
611,Khorixas,NA,-20.3667,14.9667,87.26,7,0,7.78,clear sky
612,Labuan,MY,5.2767,115.2417,87.96,70,20,6.91,few clouds
613,Oksfjord,NO,70.2396,22.3479,47.32,93,100,9.66,light rain
614,West Wendover,US,40.7391,-114.0733,63.61,32,1,5.75,clear sky
615,Bologoye,RU,57.8799,34.1068,45.88,73,99,12.82,overcast clouds
616,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.6,57,100,1.86,overcast clouds
617,Asau,RO,46.4333,26.4,53.76,68,100,8.34,overcast clouds
618,Campbell River,CA,50.0163,-125.2446,53.13,97,0,3.42,clear sky
619,Mahina,PF,-17.5065,-149.489,74.97,83,20,12.66,few clouds
620,Mareeba,AU,-17.0,145.4333,72.32,77,35,7.74,scattered clouds
621,Alugan,PH,12.2188,125.4808,84.25,77,92,9.42,overcast clouds
622,Goundam,ML,16.4145,-3.6708,89.22,43,99,8.75,overcast clouds
623,Marawi,PH,7.9986,124.2928,76.64,78,85,5.59,overcast clouds
624,Cap-Chat,CA,49.1001,-66.6821,53.6,100,100,3.44,overcast clouds
625,Menongue,AO,-14.6585,17.691,87.49,12,0,10.69,clear sky
626,Tyazhinskiy,RU,56.116,88.524,40.77,78,100,10.36,light rain
627,Gushikawa,JP,26.3544,127.8686,85.59,58,1,17.27,clear sky
628,Wenling,CN,28.3669,121.36,79.95,69,78,8.7,broken clouds
629,Bubaque,GW,11.2833,-15.8333,81.54,73,100,2.55,overcast clouds
630,Laerdalsoyri,NO,61.098,7.4816,44.94,100,75,5.75,moderate rain
631,Lancaster,US,40.2504,-76.2499,55.72,92,1,5.75,clear sky
632,Waingapu,ID,-9.6567,120.2641,85.39,52,24,11.63,few clouds
633,Panjakent,TJ,39.4952,67.6093,78.6,13,0,7.94,clear sky
634,Santa Rita,BR,-7.1139,-34.9781,75.87,94,75,0.0,broken clouds
635,Chokwe,MZ,-24.5333,32.9833,80.01,40,0,7.92,clear sky
636,Alihe,CN,50.5667,123.7167,54.43,95,100,3.83,overcast clouds
637,Benalla,AU,-36.55,145.9833,62.35,71,4,15.75,clear sky
638,Mana,GF,5.6592,-53.7767,78.1,90,56,7.58,broken clouds
639,Ormara,PK,25.2088,64.6357,82.18,77,58,13.11,broken clouds
640,Marsa Matruh,EG,31.3525,27.2453,74.75,50,43,20.49,scattered clouds
641,Naryan-Mar,RU,67.6713,53.087,48.43,65,76,10.94,broken clouds
642,Plettenberg Bay,ZA,-34.0527,23.3716,64.29,59,80,6.93,broken clouds
643,Mercedes,AR,-34.6515,-59.4307,51.19,93,0,3.47,clear sky
644,Pacific Grove,US,36.6177,-121.9166,66.76,94,90,1.99,overcast clouds
645,Tanout,NE,14.9709,8.8879,86.05,41,89,5.06,overcast clouds
646,Zalesovo,RU,53.9939,84.7431,41.23,72,83,11.1,broken clouds
647,Moron,AR,-34.6534,-58.6198,54.99,97,0,3.89,clear sky
648,Fort Saint James,CA,54.4333,-124.25,46.27,98,100,5.19,light rain
649,Kupang,ID,-10.1667,123.5833,86.58,54,20,5.75,few clouds
650,Bontang,ID,0.1333,117.5,83.71,76,38,5.59,light rain
651,Hobyo,SO,5.3505,48.5268,81.61,67,97,17.74,overcast clouds
652,Oranjestad,AW,12.524,-70.027,83.41,84,98,21.81,overcast clouds
653,Aurillac,FR,44.9167,2.45,57.45,91,0,1.23,clear sky
654,Nata,PA,8.3333,-80.5167,74.46,94,98,3.47,overcast clouds
655,Cervo,ES,43.6702,-7.4101,64.2,86,100,13.51,overcast clouds
656,Meiganga,CM,6.5167,14.3,73.24,75,96,3.11,overcast clouds
657,Pechenga,RU,69.5259,31.1703,47.26,72,99,17.54,overcast clouds
658,Batemans Bay,AU,-35.7167,150.1833,71.91,42,0,9.17,clear sky
659,Williston,US,48.147,-103.618,54.01,43,44,1.01,scattered clouds
660,Trelew,AR,-43.249,-65.3051,58.71,40,65,11.95,broken clouds
661,Tual,ID,-5.6667,132.75,79.0,84,36,14.27,scattered clouds
662,Edd,ER,13.9297,41.6925,94.57,53,100,11.48,overcast clouds
663,Naantali,FI,60.4674,22.0243,47.1,93,90,8.05,overcast clouds
664,Sibu,MY,2.3,111.8167,88.11,66,40,9.22,scattered clouds
665,Kalaleh,IR,37.3807,55.4916,83.8,54,0,4.61,clear sky
666,Montecristo,CO,8.2971,-74.4733,74.01,100,100,0.65,overcast clouds
667,Novyy Urengoy,RU,66.0833,76.6333,40.87,57,21,13.02,few clouds
668,Bilma,NE,18.6853,12.9164,90.64,11,8,8.7,clear sky
669,Nara,JP,34.6851,135.8049,79.97,61,100,7.63,overcast clouds
670,Bulri,PK,24.8667,68.3333,95.23,48,93,6.11,overcast clouds
671,Yershov,RU,51.3513,48.2766,56.61,79,100,7.07,moderate rain
672,Antofagasta,CL,-23.65,-70.4,58.28,85,38,2.53,scattered clouds
673,Derzhavinsk,KZ,51.1,66.3167,52.59,39,6,7.31,clear sky
674,Beihai,CN,21.4833,109.1,86.79,70,68,15.9,light rain
675,Suntar,RU,62.1444,117.6319,45.14,77,100,4.41,overcast clouds
676,Odesskoye,RU,54.2111,72.9651,47.86,50,100,13.51,overcast clouds
677,Cache Creek,CA,50.8101,-121.3246,54.05,75,9,2.64,clear sky
678,Suksun,RU,57.1431,57.3949,56.05,47,100,9.1,overcast clouds
679,Kununurra,AU,-15.7667,128.7333,93.18,5,67,6.91,broken clouds
680,Suoyarvi,RU,62.0833,32.35,45.79,97,100,4.72,overcast clouds
681,Arman,RU,59.7,150.1667,46.08,79,0,3.09,clear sky
682,Lysva,RU,58.1086,57.8053,53.26,57,100,5.84,overcast clouds
683,Deep River,CA,46.1001,-77.4995,56.95,97,97,5.64,overcast clouds
684,Champerico,GT,14.3,-91.9167,81.72,85,93,5.55,overcast clouds
685,Mortka,RU,59.3322,66.0214,51.8,59,95,4.79,overcast clouds
686,Katobu,ID,-4.9408,122.5276,83.53,63,83,2.59,broken clouds
687,Polunochnoye,RU,60.8697,60.4153,50.32,61,100,1.41,overcast clouds
688,Kollam,IN,8.8833,76.6,85.87,73,81,14.54,broken clouds
689,Gorele,TR,41.0308,39.0031,60.24,67,99,9.22,overcast clouds
690,Peniche,PT,39.3558,-9.3811,64.09,93,5,8.66,clear sky
691,Dharmadam,IN,11.7833,75.4333,83.14,73,60,11.16,broken clouds
692,Matay,EG,28.419,30.7792,83.01,51,18,11.07,few clouds
693,Nieuw Amsterdam,SR,5.8833,-55.0833,77.16,92,77,7.02,broken clouds
694,Hovd,MN,48.0056,91.6419,54.28,30,100,3.13,overcast clouds
695,Boden,SE,65.8252,21.6886,46.4,95,100,7.49,overcast clouds
696,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,81,40,8.95,scattered clouds
697,Nioro,GM,13.35,-15.75,77.11,91,100,3.6,overcast clouds
698,Bodrum,TR,37.0383,27.4292,69.73,41,0,11.79,clear sky
699,Sola,VU,-13.8833,167.55,79.54,80,29,18.43,scattered clouds
700,Macusani,PE,-14.0833,-70.4333,30.61,87,35,2.19,scattered clouds
701,Balaguer,ES,41.7912,0.8109,62.28,53,100,1.05,overcast clouds
702,Sidney,AU,-33.8679,151.2073,75.7,32,3,1.01,clear sky
703,Kushiro,JP,42.975,144.3747,61.75,55,20,8.05,few clouds
704,Coracao De Jesus,BR,-16.6853,-44.365,63.99,69,1,11.01,clear sky
705,Erzurum,TR,40.0,41.5,44.28,79,86,8.21,light rain
706,Xining,CN,36.6167,101.7667,65.62,49,97,1.9,overcast clouds
707,Namibe,AO,-15.1961,12.1522,70.43,83,75,0.0,broken clouds
708,Antalaha,MG,-14.9003,50.2788,79.66,57,12,14.38,few clouds
709,Mangit,UZ,40.5971,70.9607,78.08,11,0,2.37,clear sky
710,Zell Am See,AT,47.3256,12.7944,62.71,52,5,3.51,clear sky
